,Unnamed: 0,question_text,processed_question,cluster
3122,3122,우리 회사가 해외 무대로 진출하게 된다면 어디로 가면 좋을지 이유와 함께 말씀해 주세요,우리 회사 해외 무대 진출 어디 가면 이유 말씀,4
3123,3123,요즘 아이시티 산업의 인문학적 소양을 많이 접목시키는데요 아이시티 업무의 인문학적 소양이 얼마나 중요하다고 생각하는지 말씀해 보세요,요즘 아이 시티 산업 인문학 소양 접목 아이 시티 업무 인문학 소양 얼마나 생각 말씀,1
3124,3124,회사를 다니다 보면 여러 사람들과 함께 일을 하는 일이 참 많을 거예요 여러 사람들과 함께 일을 하다 보면 어쩔 수 없이 그 안에서 갈등이 생길 수가 있는데요 이럴 때 지원자님께서는 어떻게 해결하시는 편인가요,회사 여러 사람 일 거 여러 사람 일 수 그 안 갈등 수가 때 원자 해결 편,0
3125,3125,막 기차가 운행이 되고 있는데 산사태가 발생을 해서 삼십 분 동안 정차를 하게 된 거예요 그 상황에서 지원자님이 책임자의 위치에 있다면 어떤 식으로 조치하실 건지 좀 그 상황 설명을 부탁드리겠습니다,막 기차 운행 산사태 발생 삼십 분 동안 정차 거 그 상황 원자 책임자 위치 식 조치 좀 그 상황 설명,4
3126,3126,개발 업무에 관심이 많으신 것 같은데요 언제부터 개발 업무에 관심을 갖게 되셨는지 그리고 어떤 개발자가 되고 싶으신지 말씀해 주세요,개발 업무 관심 것 언제 개발 업무 관심 개발자 신지 말씀,4
3127,3127,지금까지 살아오면서 지원자님이 가장 힘들었었던 경험은 어떤 게 있었나요 또 그거를 당시에 극복하셨던 노하우는 무엇인가요,지금 원자 가장 경험 게 또 그거 당시 극복 노하우 무엇,1
3128,3128,그동안 여러 회사도 다니시고 아니면 조직에서도 있었던 걸로 알고 있는데요 그 안에서 면접자 본인께서는 어떤 역할을 했는지 궁금하구요 그리고 가장 큰 역할은 무엇이었습니까,그동안 여러 회사 조직 걸 알 그 안 면접 본인 역할 가장 역할 무엇,1
3129,3129,지원자님께서 합격 후에 회사에 입사를 했는데 지원자님께서 지원하신 이 직무가 아니라 어 만약에 다른 부서에 배치가 되었어요 그렇다면 지원자님은 어떻게 하시겠어요 그래도 괜찮으신가요,원자 합격 후 회사 입사 원자 지원 이 직무 만약 다른 부서 배치 원자 가요,0
3130,3130,면접자님께서는 에이치더블유 에스더블유의 이해와 관련 실무 능력을 갖추기 위해 노력했던 경험에 대해 말씀해 주시겠습니까,면접 자 에이치 더블유 에스 더블유 이해 관련 실무 능력 위해 노력 경험 대해 말씀,1
3131,3131,여러 사람들과 함께 일을 하다 보면 구성원들과 갈등이 생길 일이 있을 텐데요 이럴 때 지원자님께서는 어떻게 해결을 하시는지 궁금합니다,여러 사람 일 구성원 갈등 때 원자 해결,0
3132,3132,만약 이 면접에서 최종 탈락하게 되신다면 어떤 점이 부족해서 탈락했다고 생각하실 것 같으신가요,만약 이 면접 최종 탈락 점 탈락 생각 것 가요,2
3133,3133,네트워크 서비스라고 하는 디엔에스에 대해서 지원자님께서 아시는 대로 구체적으로 한 번 설명해 주시겠습니까,네트워크 서비스 디 에스 대해 원자 아시 대로 구체 번 설명,1
3134,3134,지원자님의 전공과 관련해서 최근 부족하다고 느끼고 또한 따로 공부를 하고 있는 분야가 있습니까 만약 있다면 말씀해 주세요,원자 전공 관련 최근 또한 공부 분야 만약 말씀,3
3135,3135,이전 직장을 그만둔 특별한 이유가 있나요 만약에 있다면 말씀해 주시고 그리고 현 직장도 같은 이유로 그만둘 가능성이 있을까요,이전 직장 이유 만약 말씀 주시 현 직장 이유 가능성,1
3136,3136,지원자님께서 매일매일 학습하고 있는 분야가 따로 있으신가요 만약 있다면 왜 그것을 학습하는지 이유도 함께 설명해 주시겠습니까,원자 매일 학습 분야 가요 만약 왜 그것 학습 이유 설명,1
3137,3137,최근에 지원자님이 하고 있는 가장 재미있는 일이 무엇인지 그리고 왜 재미있어 하는지 알고 싶습니다,최근 원자 가장 무엇 왜 알,1
3138,3138,지원자님께서 인생을 살면서 무엇인가 하나에 푹 빠져서 몰두해 본 경험이 있으신가요 있다면 그것이 무엇인지 말씀 부탁드립니다,원자 인생 무엇 하나 푹 경험 가요 그것 무엇 말씀,1
3139,3139,만약에 사내 스터디를 만들어서 공부를 할 수 있다 면 어떤 스터디를 만들고 싶으신가요 그 이유도 함께 설명 부탁드리겠습니다,만약 사내 스터디 공부 수 면 스터디 가요 그 이유 설명,3
3140,3140,지원자님께서 가지고 있는 어 상위 일 퍼센트의 능력이 있다면 그 능력을 어 최대한 자세하게 좀 설명 부탁드립니다,원자 가지 상위 일 퍼센트 능력 그 능력 최대한 좀 설명,1
3141,3141,지원자님이 일을 하던 중에 팀원과 불화가 생겼습니다 이때 지원자님은 어떻게 해결하실 건가요 그 해결법과 그렇게 생각한 이유를 말씀해 주세요,원자 일 중 팀 불화 때 원자 해결 건가 그 해결 법 생각 이유 말씀,0
3142,3142,에스에스디 구동 원리에 대해 알고 있나요 본인이 아는 대로 설명하시고 셀에 데이터를 저장하는 방법도 설명해 보세요,에스에스디 구동 원리 대해 알 본인 대로 설명 셀 데이터 저장 방법 설명,1
3143,3143,지원자님은 이전 직장에서 퇴사한 후 퇴사한 것을 후회하신 적이 있으신가요 있다면 왜인지도 함께 말씀해 주세요,원자 이전 직장 퇴사 후 퇴사 것 후회 적 가요 왜 인지도 말씀,1
3144,3144,업무를 하다 보면 상사와 트러블이 생기는 경우가 종종 있을 수도 있는데요 만약에 상사가 혼낸다면 기분이 나쁠 것 같지는 않은지 함께 설명해 주시기 바랍니다,업무 상사 트러블 경우 종종 수도 만약 상사 기분 것 설명 시기,4
3145,3145,창의성과 팀워크 둘 중에서 지원자님은 어떤 것이 더 중요하다고 보는지 근거를 들어서 말씀해 주세요,창의성 팀워크 둘 중 원자 것 더 근거 말씀,2
3146,3146,지원자께서 업무를 하다 보면은 업무량이 과도하게 많아질 수가 있는데요 그러한 상황에서 잘 버틸 자신이 있는지 궁금합니다,지원 업무 업 무량 과도 수가 상황 자신,4
3147,3147,지원자님께서 지금까지 협업을 하면서 가장 어려웠던 경험이 있으신가요 그러면 그 어려웠던 경험을 지원자님께서는 어떻게 해결하셨는지 같이 말씀해 주시기 바랍니다,원자 지금 협업 가장 경험 가요 그 경험 원자 해결 말씀 시기,1
3148,3148,회사에서 업무를 하다 보면 어 아이티 쪽이 아닌 즉 비아이티 전공한 동료와도 어 같이 업무할 기회가 많이 있습니다 이러한 동료와 효과적으로 의사소통을 하려면 어떻게 해야 될까요,회사 업무 아이티 쪽 즉 비아이 티 전공 동료 업무 기회 동료 효과 의사소통 요,4
3149,3149,만약 지원자님께서 지금 지원하신 이 직무가 아닌 다른 부서에 배치된다고 하더라도 자사에 지원하실 생각이신지 솔직한 답변 부탁드립니다,만약 원자 지금 지원 이 직무 다른 부서 배치 자사 지원 생각 신지 답변,0
3150,3150,굉장히 열심히 본인의 최선을 다해서 노력하지만 스스로 원하는 만큼 따라오지는 못하는 팀 동료들이 충분히 있을 수 있습니다 그럴 때는 어떤 식으로 대처하고 싶으신지 궁금합니다,본인 최선 다해 노력 스스로 만큼 팀 동료 수 때 식 대처 신지,4
3151,3151,네 지원자님께서 인생을 살아오시면서 뭔가 하나에 푹 빠져 가지고 좀 몰두해서 좀 해 보신 적이 있으신지 만약 그런 대상이 있으시다면 그것이 무엇인지 좀 궁금합니다,네 원자 인생 뭔가 하나 푹 가지 좀 좀 해 보신 적 신지 만약 대상 그것 무엇 좀,1
3152,3152,지원자님께서는 스스로 생각하기에 숫자와 창의 중에서 어떤 것에 더 가깝다고 생각하시는지 궁금한데요 그 이유와 함께 자세하게 설명해 주시기 바랍니다,원자 스스로 생각 숫자 창의 중 것 더 생각 그 이유 설명 시기,2
3153,3153,남들과는 다른 자신만의 경쟁력이 있다면 설명해 주시겠습니까 그 경쟁력을 키우기 위해 어떤 노력을 했는지도 말씀해 주십시오,남 다른 자신 경쟁력 설명 그 경쟁력 위해 노력 말씀 시오,6
3154,3154,기업이나 기관들이 편의에 의해 사설 아이피를 많이 사용하고 있는데요 본인이 생각하는 사설 아이피 주소의 장단점은 무엇인지 설명해 주세요,기업 기관 편의 사설 아이피 사용 본인 생각 사설 아이피 주소 장단점 무엇 설명,1
3155,3155,운행하던 기차가 산사태로 삼십 분 동안 정차되었습니다 이때 지원자님께서 관리 책임의 위치에 있다면 어떻게 조치하시겠습니까,운행 기차 산사태 삼십 분 동안 정차 때 원자 관리 책임 위치 조치,4
3156,3156,만약 일을 할 때 지원자님이 하고 싶은 직무 말고 다른 직무를 맡게 되었을 경우 어떻게 할 생각인가요 그래도 괜찮으신가요,만약 일 때 원자 직무 다른 직무 경우 생각 가요,0
3157,3157,다룰 수 있는 프로그램은 무엇입니까 또 어느 수준으로 사용하실 수 있으십니까,수 프로그램 무엇 입 또 수준 사용 수,1
3158,3158,최근에 본 뉴스들 가운데 가장 인상 깊었던 뉴스는 무엇인가요 또한 무엇인지와 이유도 함께 말씀해 주세요 어떤 것들이 가장 인상 깊었습니까,최근 뉴스 가운데 가장 인상 뉴스 무엇 또한 무엇 인지 이유 말씀 것 가장 인상,1
3159,3159,지원자님께서 만약 일을 하던 중 팀원과 불화가 생긴다면 지원자님은 어떻게 해결하시겠습니까 해결법과 그 이유를 함께 말씀해 주시겠습니까,원자 만약 일 중 팀 불화 원자 해결 해결 법 그 이유 말씀,0
3160,3160,커뮤니케이션을 잘 할 수 있는 지원자님만의 스킬이 있으시다면 한번 말씀해 주시겠어요 직접 한번 보여주셔도 좋습니다,커뮤니케이션 수 원자 스킬 한번 말씀 직접 한번,1
3161,3161,다양한 커뮤니케이션을 경험해 봤을 텐데 그 중 가장 어려웠던 경험 한 가지를 말씀해 주세요,커뮤니케이션 경험 그 중 가장 경험 가지 말씀,1
3162,3162,당신이 다룰 수 있는 프로그램은 많이 있습니까 당신이 다룰 수 있는 프로그램이 무엇이고 그것을 어떠한 수준으로 사용할 것이며 직무에 어떻게 적용할 것인지 상세하게 말씀해 주십시오,당신 수 프로그램 당신 수 프로그램 무엇 그것 수준 사용 것 직무 적용 것 상세 말씀 시오,1
3163,3163,어떤 문제에 부딪쳤을 때 혼자 해결하시는 편이신가요 아님 다른 사람들에게 이야기를 하여 해결하시는 편이신가요,문제 때 혼자 해결 편 가요 다른 사람 이야기 해결 편 가요,0
3164,3164,스터디를 따로 진행하고 계신 것이 있으십니까 있다면 어떤 공부를 하고 계신지 또 왜 그 공부를 하고 계신지도 얘기 부탁드리겠습니다,스터디 진행 것 공부 또 왜 그 공부 얘기,3
3165,3165,혹시 지원자님께서 매일매일 공부하고 계시는 분야가 따로 있으신지 궁금합니다 그런 분야가 있으시다고 한다면 그 분야에 대해서 왜 매일매일 공부하고자 하는 열의가 있으신지 설명해 주시면 좋겠습니다,혹시 원자 매일 공부 분야 신지 분야 그 분야 대해 왜 매일 공부 열의 신지 설명 주시,3
3166,3166,여러 사람과 함께 일을 하다 보면 간혹 구성원들과 갈등이 생길 때도 있습니다 그럴 때는 어떤 방식으로 해결하시나요,여러 사람과 일 간혹 구성원 갈등 때 때 방식 해결,0
3167,3167,오늘 면접 준비하느라 굉장히 고생이 많으셨을 텐데 어떤 방식으로 면접을 준비하셨는지 궁금하거든요 아 편하게 답변 부탁드릴게요,오늘 면접 준비 고생 방식 면접 준비 답변,1
3168,3168,공동체의 가치에 입각해서 무형 문화유산의 보호에 있어 적용되는 사회적 관념이 무엇이라고 생각하시나요,공동체 가치 입 해 무형 문화유산 보호 적용 사회 관념 무엇 생각,2
3169,3169,혹시 매일 공부하고 있는 분야가 따로 있습니까 어 있으시다면 그걸 왜 공부하는지 함께 이유도 설명해 주세요,혹시 매일 공부 분야 왜 공부 이유 설명,3
3170,3170,아 우리는 아이티 경험이 없는 그래서 어 아이티 전문 용어를 잘 모르는 비 아이티 동료와도 어 의사소통할 기회가 많습니다 아 이들과 효과적으로 의사소통을 하려면 어떻게 해야 할까요,우리 아이티 경험 아이티 전문 용어 비 아이티 동료 의사소통 기회 이 효과 의사소통 요,1
3171,3171,지원자님의 의견을 주장하실 때 강하게 주장을 하시는 편인가요 어떤 스타일로 자신의 의견을 주장하는지 어 궁금합니다,원자 의견 주장 때 주장 편 스타일 자신 의견 주장,4
3172,3172,상사가 업무와 무관한 일을 시키게 된다면 그대로 수행하실 건지 아니면 수행하지 않을 건지 궁금합니다,상사 업무 무관 일 그대로 수행 수행,4
3173,3173,지원자님께서 일을 시작하게 됐는데 들어간 그 팀이 코드 리뷰에 대해서 매우 보수적이고 페어를 완강하게 거부하는 곳이라면 지원자님께서는 어떻게 대처를 하실 건가요,원자 일 시작 그 팀 코드 리뷰 대해 매우 보수 페어 완강 거부 곳 라면 원자 대처 건가,4
3174,3174,네이버와 다음 구글의 검색을 비교해 보시고 각각 검색 엔진들에 차이점과 장단점을 설명해 주시기 바랍니다,네이버 다음 구글 검색 비교 보시 각각 검색 엔진 차이점 장단점 설명 시기,1
3175,3175,지원자님께서 현재 스터디를 따로 하고 계신 것이 있나요 있다면 어떤 공부를 왜 하고 있는지 말씀 부탁드립니다,원자 현재 스터디 것 공부 왜 말씀,3
3176,3176,그동안 주로 소프트웨어 개발 시에 폭포수 방법론을 많이 이용했었는데요 혹시 애자의 방법론을 활용해서 개발해 보신 경험이 있으신가요,그동안 주로 소프트웨어 개발 시 폭포수 방법론 이용 혹시 애자 방법론 활용 개발 보신 경험 가요,1
3177,3177,남들과는 다른 본인만의 경쟁력을 설명해 주세요 그리고 본인이 그 경쟁력을 키우기 위해서 어떤 노력을 했는지도 말씀해 주세요,남 다른 본인 경쟁력 설명 본인 그 경쟁력 위해 노력 말씀,6
3178,3178,지원자님께서 가장 자신 있는 기술 분야가 뭐죠 한 가지만 한번 골라서 말해주세요,원자 가장 자신 기술 분야 뭐 가지 한번 골 말,1
3179,3179,최근 고령화 사회로 가면서 치매로 인한 문제가 굉장히 많이 올라오고 있습니다 이에 대해 건보 공단이 하는 일과 개선해야 했으면 하는 방안에 대해서 말씀해 주세요,최근 고령화 사회 가면 치매 문제 이 대해 건보 공단 일과 개선 방안 대해 말씀,1
3180,3180,면접자님이 좋아하는 앱이 있으시면 한번 말씀해 보시고 기술적인 측면에서 왜 그 앱을 좋아하는지도 함께 한번 말해 주세요,면접 자 앱 한번 말씀 보시 기술 측면 왜 그 앱 한번 말,1
3181,3181,본인이 직접 해외 출장 장소를 선택할 수 있는 기회가 생긴다면 꼭 한 번 나가서 일해보고 싶은 나라가 있을까요 그 이유도 궁금합니다,본인 직접 해외 출장 장소 선택 수 기회 꼭 번 일 나라 그 이유,4
3182,3182,업무시 분쟁이 발생할 때를 대비한 지원자님만의 대처법이 있나요 있다면 무엇인지 설명 부탁드립니다,업무 시 분쟁 발생 때 대비 원자 대처 법 무엇 설명,4
3183,3183,지금부터 삼 년 이내에 지원자님만의 성장 계획이나 단기적인 목표가 있으신가요 지원자님의 단기적인 목표에 대해서 자세하게 말씀해 주시겠어요,지금 삼 년 이내 원자 성장 계획 기적 목표 가요 원자 기적 목표 대해 말씀,1
3184,3184,지원자께서는 협업을 할 일이 많이 생길 수가 있습니다 그러할 때 이전 직장에서나 대학에서 협업을 할 때 어려웠던 점은 없었는지 궁금합니다,지원 협업 수가 때 이전 직장 대학 협업 때 점,1
3185,3185,어 스스로 생각했을 때 상위 일 퍼센트의 뛰어난 능력이 있다면 그 능력을 최대한 구체적으로 얘기해 주시겠습니까,스스로 생각 때 상위 일 퍼센트 능력 그 능력 최대한 구체 얘기,1
3186,3186,일을 하면서 어떤 것이 가장 어려울 것 같아요 그리고 그 어려운 점에 대해서 어떻게 대처하실 생각인가요,일 것 가장 것 그 점 대해 대처 생각,2
3187,3187,지원자분께서 실제로 일을 맡아서 진행하시면서 팀원과 불화가 생기는 일도 있을 텐데요 그와 같은 환경에서 어떻게 해결하시게 될지 그 해결법과 이유를 얘기해 주시면 좋겠습니다,원자 실제 일 진행 팀 불화 일도 그 환경 해결 그 해결 법 이유 얘기 주시,0
3188,3188,지원자님께서 일을 하다 보면 업무량이 과도하게 많아질 수 있습니다 지원자님은 그래도 잘 버티 자신이 있습니까 있으시다면 말씀해 주세요,원자 일 업 무량 과도 수 원자 자신 말씀,4
3189,3189,여러분이 알고 있는 가장 효율적인 알고리즘과 또는 비효율적인 알고리즘은 무엇입니까,여러분 알 가장 효율 알고리즘 비 효율 알고리즘 무엇 입,1
3190,3190,회사의 덕목이 무엇이라고 생각하세요 면접자님은 어떤 회사가 좋은 회사라고 생각하시나요,회사 덕목 무엇 생각 면접 자 회사 회사 생각,2
3191,3191,지원자분께서 저희 회사에 입사를 하시고 난 뒤에 업무 내용이나 강도와 같은 것들이 본인이 지금까지 예상해 왔던 것과는 전혀 딴 판이라고 했을 때 그러한 상황을 어떻게 대처하시게 될지 궁금합니다,원자 저희 회사 입사 난 뒤 업무 내용 강도 것 본인 지금 상해 것 전혀 판이 때 상황 대처,4
3192,3192,지원자님께서는 지금부터 삼 년 뒤까지 삼 년 내 주요 성장 계획이나 목표가 있습니까 만약에 있다면 무엇인지 궁금합니다,원자 지금 삼 년 뒤 삼 년 내 주요 성장 계획 목표 만약 무엇,1
3193,3193,인생을 살아가다 보면 수많은 갈등 상황을 만나게 됩니다 지원자님께서는 그동안 인생에서 겪었던 갈등들 중에서 가장 심각했던 갈등은 무엇입니까 한 가지만 골라서 말씀해 주시기 바랍니다,인생 갈등 상황 원자 그동안 인생 갈등 중 가장 갈등 무엇 입 가지 골 말씀 시기,1
3194,3194,본인의 단점이 있다면 말씀해 주시고 그것을 보완하기 위해서 노력들을 했다면 그것도 같이 말씀해 주세요,본인 단점 말씀 주시 그것 보완 위해 노력 그것 말씀,6
3195,3195,우리 회사에 들어온 후에 지원자님이 지원하신 이 직무가 아니라 만약에 다른 직무로 배치가 된다면 어떻게 하실 건가요 괜찮을 거 같으세요,우리 회사 후 원자 지원 이 직무 만약 다른 직무 배치 건가 거,0
3196,3196,본인의 전공과 관련해서 최근 부족하다고 느끼고 따로 공부하고 있는 분야가 있을까요,본인 전공 관련 최근 공부 분야,3
3197,3197,아 본인은 협업하는 과제 그리고 혼자 하는 과제 중에 어떤 거를 더 선호를 하시는지 궁금합니다 이유와 함께 설명을 해 주시기 바랍니다,본인 협업 과제 혼자 과제 중 거 더 선호 이유 설명 해 시기,1
3198,3198,만약 본인이 지원한 이 직무가 아닌 다른 부서에 배치되게 되었습니다 그때 어떻게 하시겠습니까 그래도 일을 계속 하실 생각인가요,만약 본인 지원 이 직무 다른 부서 배치 그때 일 계속 생각,0
3199,3199,회사에 들어와서 선배를 만나게 된다면 어떤 선배를 만나고 싶으십니까 이유를 함께 말씀해 주시기 바랍니다,회사 선배 선배 이유 말씀 시기,4
3200,3200,지원자님 살면서 내가 정말 이 일은 후회했다 이 일은 정말 되돌리고 싶다 시간을 거슬러 가면 다시는 하지 않을 것이다 후회했던 일이 있으실까요 답변 좀 부탁드릴게요,원자 내 정말 이 일 후회 이 일 정말 시간 거슬러 가면 것 후회 요 답변 좀,1
3201,3201,본인은 남을 잘 이끄는 리더형과 남을 잘 따르는 팔로워 형 중에 어떤 유형에 속하시는지 그리고 그렇게 생각하시는 이유도 같이 부탁드릴게요,본인 남 리더 남 팔로워 형 중 유형 속 생각 이유,2
3202,3202,본인의 십 년 후 미래에 대해 생각해 보신 적이 있나요 저희 회사에는 계속 다니고 있을 것 같나요,본인 십 년 후 미래 대해 생각 보신 적 저희 회사 계속 것,4
3203,3203,만약 지원자님께서 다른 부서들과 갈등 상황이 발생했다고 가정했을 때 이러한 갈등 상황을 어떻게 해결하실 수 있는지 궁금합니다 그러한 상황을 하나로 가정하고 이야기해 주시면 좋겠습니다,만약 원자 다른 부서 갈등 상황 발생 가정 때 갈등 상황 해결 수 상황 하나로 가정 이야기 주시,0
3204,3204,최근에 관심을 가지고 있는 아이티 분야는 어떤 것이 있나요,최근 관심 가지 아이티 분야 것,1
3205,3205,만약 지원자님께서 게임 속의 캐릭터라면 어떤 게임에서 또 어떤 역할을 맡아서 생활하고 싶으신가요 그 이유를 설명해 주시기 바랍니다,만약 원자 게임 속 캐릭터 라면 게임 또 역할 생활 가요 그 이유 설명 시기,4
3206,3206,열심히는 하는데 본인이 원하는 만큼 따라오지 못하는 팀 동료들이 있을 수도 있습니다 어 이럴 때는 어떻게 어 하실지 생각해 보시고 말씀해 주세요,본인 만큼 팀 동료 수도 때 생각 보시 말씀,2
3207,3207,만약에 어 일을 하게 되었을 때 어 그 팀이 비 코더 리뷰에 대해 보수적이고 페어를 완강하게 거부하는 곳이라면 어 본인은 어떻게 대처하실 것입니까,만약 일 때 그 팀 비 코더 리뷰 대해 보수 페어 완강 거부 곳 라면 본인 대처 것입,4
3208,3208,만약 어 오늘 이 면접에서 최종으로 탈락하신다면 어떤 점이 부족해서 탈락했다고 생각을 하시겠습니까,만약 오늘 이 면접 최종 탈락 점 탈락 생각,2
3209,3209,네 지원자님 요즘 고령화 사회로 가면서 저희가 좀 치매로 인한 문제가 많이 대두되고 있지 않습니까 어 이런 문제에 대해 건보공단이 하는 일과 개선 방안에 대해 말씀을 부탁드립니다,네 원자 요즘 고령화 사회 가면 저희 좀 치매 문제 대두 문제 대해 건보 공단 일과 개선 방안 대해 말씀,1
3210,3210,특별히 가고 싶은 회사가 있나요 특정 도메인이 중요한지 회사의 분위기가 중요한지 어떤 점을 중점적으로 보시는지 말씀해 주세요,회사 특정 도메인 회사 분위기 점 중점 말씀,4
3211,3211,지원자가 저희 이 분야에 지원한 그 동기와 왜 이 분야에 관심을 가지게 되었는지 그게 구체적으로 좀 궁금하거든요 그래서 지원 동기와 지원한 이유에 대해서 좀 말씀해 주시기 바랍니다,지원 저희 이 분야 지원 그 동기 왜 이 분야 관심 가지 그게 구체 좀 지원 동기 지원 이유 대해 좀 말씀 시기,1
3212,3212,지원자님께서는 촉박한 상황이 생기게 된다면 그때의 시간 관리를 어떻게 하실 수 있을까요 지원자님만의 시간 관리법이 있다면 어떤 게 있는지 같이 말씀해 주시기 바랍니다,원자 상황 생기 그때 시간 관리 수 원자 시간 관리 법 게 말씀 시기,4
3213,3213,본인의 장점과 단점을 설명해 주시고 어 장점을 특화시키거나 단점을 극복하기 위한 노력을 하셨다면 어 말씀 부탁드립니다,본인 장점 단점 설명 주시 장점 특 단점 극복 위 노력 말씀,6
3214,3214,자 우리 회사가 어 데이터 센터를 이제 다른 곳으로 이 건물을 이전하게 됐어요 그런데 이제 여러 가지 이전을 해야 되잖아요 이사를 해야 되는데 서버를 이전하는 데서 생각해야 될 거에 대해서 한 번 설명해 보세요,자 우리 회사 데이터 센터 이제 다른 곳 이 건물 이전 이제 여러 가지 이전 이사 서버 이전 데 생각 거 대해 번 설명,1
3215,3215,지원자님께서 이제 일을 하시다 보면 분쟁이 발생할 수도 있는데 이제 지원자님만에 특별한 대처법이 있나요 있다면 어떤 건지 궁금합니다 말씀해 주세요,원자 이제 일 분쟁 발생 수도 이제 원자 대처 법 말씀,4
3216,3216,특별히 가고 싶은 회사가 있나요 특정 도메인이 중요한지 회사의 분위기가 중요한지 어떤 점을 중점적으로 보시는지 말씀해 주세요,회사 특정 도메인 회사 분위기 점 중점 말씀,4
3217,3217,지금까지 살아오시면서 새로운 환경에서 전혀 몰랐던 일을 맡아서 한 경험이 있으신가요 있다면 소개 부탁드리겠습니다,지금 환경 전혀 일 경험 가요 소개,1
3218,3218,입사를 한 후에 일을 하면서 가장 어려울 것으로 예상되는 것은 무엇입니까 그리고 그 어려움에 대해서는 어떻게 대처할 것인지 지원자님의 생각을 말씀해 주시기 바랍니다,입사 후 일 가장 것 예상 것 무엇 입 그 어려움 대해 대처 것 원자 생각 말씀 시기,2
3219,3219,지원자께서는 지금까지 인생을 살면서 가장 후회되는 일이 있으신지 궁금합니다 한 가지만 골라서 어떠한 일이었는지 말씀해 주시길 바랍니다,지원 지금 인생 가장 신지 가지 골 일 말씀,1
3220,3220,본인만 가지고 있는 상위 일 퍼센트의 능력이 있다면 그 능력이 어떤 능력인지 저희에게 최대한 자세하게 설명해 주시기 바랍니다,본인 가지 상위 일 퍼센트 능력 그 능력 능력 저희 최대한 설명 시기,1
3221,3221,지원자님께서는 일을 하게 되시면 다른 지역에서 업무를 수행할 수 있으신데요 그렇다면 타 지역 근무도 문제없이 가능하신 지에 대해서 답변을 부탁드립니다,원자 일 다른 지역 업무 수행 수 타 지역 근무 문제 대해 답변,4
3222,3222,무슨 프로그램을 개발하고 싶습니까,무슨 프로그램 개발,1
3223,3223,우리 회사와 기존의 업무 스타일이 상이할 수 있습니다 그러한 상황이 되어도 지원자님은 잘 적응하실 수 있나요,우리 회사 기존 업무 스타일 상이 수 상황 원자 수,4
3224,3224,현대인은 평균적으로 하루에 세 번 거짓말을 한다고 합니다 본인이 한 가장 기억에 남는 거짓말은 무엇인가요,현대인 평균 하루 세 번 거짓말 본인 가장 기억 거짓말 무엇,1
3225,3225,어떤 문제에 부딪쳤을 때 혼자 해결하는 편이신가요 아니면 주변의 여러 사람들에게 이야기를 함으로써 해결을 하는 편이신가요,문제 때 혼자 해결 편 가요 주변 여러 사람 이야기 함 해결 편 가요,0
3226,3226,지원자님께서는 본인이 교번 근무에 잘 적응할 수 있다고 생각하시나요 그렇다면 왜 잘 적응할 수 있다고 생각하시는지 근거를 들어서 같이 이야기해 주시기 바랍니다,원자 본인 교번 근무 수 생각 왜 수 생각 근거 이야기 시기,2
3227,3227,어 만약에 지원자님이 하고 싶은 직무 말고 다른 직무를 맡게 되신다면 어 어떻게 하시겠습니까,만약 원자 직무 다른 직무,0
3228,3228,요즘 가장 최근에 있었던 요즘 어 하고 있는 업무 중 문제해결 사례에 대해서 말씀을 해주시겠습니까,요즘 가장 최근 요즘 업무 중 문제해결 사례 대해 말씀,1
3229,3229,지원자님께서 생각하시기에 자신의 노년의 모습은 어땠으면 좋겠습니까 이상적인 노년의 모습에 대해 말씀해 주시기 바랍니다,원자 생각 자신 노년 모습 이상 노년 모습 대해 말씀 시기,2
3230,3230,면접자께서는 사설 아이피 주소의 장점과 단점은 무엇인지 알고 계시나요,면접 사설 아이피 주소 장점 단점 무엇 알,1
3231,3231,지원자분은 테스트 코드에 대해서 알고 계신가요 테스트 코드는 왜 짜야 한다고 생각합니까 그 이유에 관해서 자세하게 설명 부탁드립니다,원자 테스트 코드 대해 알 테스트 코드 왜 생각 합 그 이유 관해 설명,1
3232,3232,만약 지원자님께서 게임 속 캐릭터라면 어떤 게임에서 어떤 역할을 맡아 수행하고 싶으십니까,만약 원자 게임 속 캐릭터 라면 게임 역할 수행,4
3233,3233,우리 회사가 만약 해외 무대로 진출을 한다면 어느 나라로 진출하는 것이 좋다고 생각하시나요 그렇게 생각하시는 이유도 함께 말씀 부탁드립니다,우리 회사 만약 해외 무대 진출 나라 진출 것 생각 생각 이유 말씀,4
3234,3234,본인의 장점과 단점에 대해서 설명해 주시고 그것을 특화시키고 극복하기 위해서 그동안 어떤 노력을 해 오셨는지 함께 말씀해 주세요,본인 장점 단점 대해 설명 주시 그것 특 극복 위해 그동안 노력 해 말씀,6
3235,3235,시간이 남을 때 지원자님은 무슨 일을 하시나요 또한 그 일을 하시는 이유에 대해서도 함께 설명해 주실 수 있을까요,시간 남 때 원자 무슨 일 또한 그 일 이유 대해 서도 설명 수,1
3236,3236,스트레스를 받으면 주로 어떻게 하시나요 또한 왜 그런 방법으로 본인의 스트레스를 해소하고 계시는지 구체적으로 말씀해 주실 수 있나요,스트레스 주로 또한 왜 방법 본인 스트레스 해소 구체 말씀 수,5
